date,CMPAS_MAE,TMF_MAE,CMPAS_RMSE,TMF_RMSE
2021031721,0.016,0.0093,0.0684,0.0529
2021031722,0.0139,0.0136,0.0574,0.0568
2021031723,0.0311,0.0255,0.1295,0.1142
2021031800,0.009,0.0073,0.0405,0.0318
2021031801,0.0668,0.0313,0.3962,0.1452
2021031802,0.1019,0.0153,0.6315,0.0683
2021031803,0.2272,0.0746,0.8665,0.3806
2021031804,0.0625,0.054,0.2372,0.2385
2021031805,0.1067,0.1133,0.3818,0.4013
2021031806,0.2024,0.1794,1.1366,1.1444
2021031807,0.192,0.1122,0.8653,0.6611
2021031808,0.3353,0.2726,1.4425,1.2434
2021031809,0.305,0.2919,0.9956,1.0434
2021031810,0.4239,0.3349,1.1056,0.9023
2021031811,0.4331,0.3226,1.314,1.0093
2021031812,0.3113,0.2843,1.0241,1.0112
2021031813,0.6158,0.433,1.5363,1.1807
2021031814,0.5334,0.3589,1.3628,1.0247
2021031815,0.3242,0.2823,0.9885,0.9124
2021031816,0.2781,0.2746,0.9267,0.9206
2021031817,0.142,0.129,0.4047,0.3719
2021031818,0.106,0.106,0.2913,0.2912
2021031819,0.044,0.0435,0.1586,0.1565
2021031820,0.0192,0.0177,0.0869,0.0861
2021031821,0.0116,0.0091,0.0404,0.0368
2021031822,0.0174,0.0135,0.1082,0.1062
2021031823,0.0165,0.0134,0.0673,0.0621
2021031900,0.0241,0.0201,0.1077,0.1028
2021031901,0.031,0.0206,0.1027,0.0839
2021031902,0.0294,0.0232,0.0879,0.0696
2021031903,0.0241,0.0194,0.1039,0.1023
2021031904,0.0115,0.0094,0.0363,0.0321
2021031905,0.0129,0.0109,0.048,0.0423
2021031906,0.0294,0.0199,0.097,0.0867
2021031907,0.0466,0.0311,0.2213,0.2089
2021031908,0.0603,0.0455,0.2802,0.2583
2021031909,0.0318,0.0315,0.1855,0.1887
2021031910,0.0349,0.0192,0.1568,0.1136
2021031911,0.0559,0.0346,0.3204,0.1512
2021031912,0.0799,0.0491,0.3344,0.1919
2021031913,0.2194,0.1373,0.7323,0.4781
2021031914,0.2491,0.212,0.6693,0.5978
2021031915,0.1881,0.1428,0.61,0.4429
2021031916,0.1172,0.0963,0.2991,0.2782
2021031917,0.0825,0.0559,0.197,0.1518
2021031918,0.0702,0.0525,0.1866,0.1672
2021031919,0.035,0.0248,0.084,0.0687
2021031920,0.0325,0.0248,0.1076,0.1008
2021031921,0.0234,0.0175,0.0757,0.0719
2021031922,0.0105,0.0101,0.0699,0.0696
2021031923,0.0186,0.0112,0.0593,0.0492
2021032000,0.019,0.0121,0.0586,0.0431
2021032001,0.0904,0.0263,0.3431,0.0881
2021032002,0.1584,0.1427,0.6519,0.6733
2021032003,0.1279,0.1175,0.2911,0.3003
2021032004,0.2582,0.2454,0.4764,0.5129
2021032005,0.2141,0.1836,0.4767,0.4173
2021032006,0.2238,0.1874,0.4156,0.377
2021032007,0.2325,0.2236,0.5733,0.5647
2021032008,0.2472,0.2061,0.6205,0.5972
2021032009,0.2265,0.2105,0.436,0.4242
2021032010,0.2418,0.2194,0.4339,0.4163
2021032011,0.3022,0.277,0.6475,0.5676
2021032012,0.1948,0.1748,0.3825,0.3383
2021032013,0.1806,0.1839,0.356,0.3622
2021032014,0.1776,0.1539,0.3998,0.3702
2021032015,0.139,0.1211,0.2893,0.2706
2021032016,0.0895,0.0794,0.18,0.1725
2021032017,0.1658,0.1497,0.4375,0.4313
2021032018,0.2225,0.1565,0.4052,0.3079
2021032019,0.223,0.1867,0.3954,0.3322
2021032020,0.2448,0.2151,0.3902,0.3664
2021032021,0.1863,0.1658,0.3445,0.3376
2021032022,0.1929,0.162,0.3445,0.2902
2021032023,0.268,0.2571,0.444,0.4372
2021032100,0.4488,0.4412,0.6615,0.6525
2021032101,0.5029,0.4896,0.8675,0.8165
2021032102,0.4742,0.473,0.6889,0.6873
2021032103,0.3998,0.3868,0.6259,0.6127
2021032104,0.3043,0.3055,0.4387,0.4415
2021032105,0.3305,0.3952,0.4826,0.5848
2021032106,0.3372,0.3191,0.5174,0.4992
2021032107,0.2465,0.2226,0.3942,0.3797
2021032108,0.2964,0.2204,0.5093,0.4181
2021032109,0.3047,0.2425,0.4903,0.4126
2021032110,0.3287,0.259,0.5632,0.442
2021032111,0.354,0.216,0.6664,0.4474
2021032112,0.2815,0.1895,0.4898,0.4067
2021032113,0.2648,0.2178,0.5329,0.5
2021032114,0.2564,0.237,0.5465,0.5221
2021032115,0.2059,0.1836,0.3913,0.3521
2021032116,0.2048,0.1841,0.4281,0.4196
2021032117,0.215,0.1965,0.4968,0.4846
2021032118,0.2101,0.2088,0.4805,0.4824
2021032119,0.2562,0.2566,0.5357,0.5386
2021032120,0.2333,0.233,0.4382,0.4341
2021032121,0.2955,0.2858,0.5841,0.5574
2021032122,0.1465,0.1251,0.2916,0.2536
2021032123,0.0733,0.0655,0.1676,0.1633
2021032200,0.0788,0.0425,0.2812,0.1681
2021032201,0.0386,0.0099,0.1675,0.05
2021032202,0.018,0.0061,0.0593,0.0275
2021032203,0.0238,0.0117,0.0969,0.0645
2021032204,0.0184,0.0117,0.0568,0.0444
2021032205,0.0449,0.0255,0.2297,0.1592
2021032206,0.0429,0.0223,0.15,0.1039
2021032207,0.0204,0.0102,0.0763,0.0641
2021032208,0.0211,0.0145,0.0801,0.0717
2021032209,0.0147,0.0107,0.0429,0.0382
2021032210,0.0226,0.0157,0.1149,0.0658
2021032211,0.0144,0.0023,0.0765,0.0175
2021032212,0.0095,0.0015,0.0482,0.0123
2021032213,0.0095,0.001,0.069,0.0101
2021032214,0.0376,0.0081,0.2412,0.0752
